province,quarter,year,quarter,avg_d_mbps,avg_u_mbps,avg_lat_ms_wt,total_tests,n_tiles,is_reliable,region,internet_tier,pop_2024,gdp_per_capita_thb_2021,density_per_km2
West Nusa Tenggara,2024-Q1,2024,1,17.80546796211248,10.274300391997992,50.11896171480969,26177,3,True,Lesser Sunda Islands,4,5731100,175136.0,292
West Papua,2024-Q1,2024,1,8.000309267548698,4.921158141936711,88.5665285658764,5146,2,True,Western New Guinea,1,1224000,550528.0,12
West Sumatra,2024-Q1,2024,1,16.787632315516742,7.185054459585007,34.71432720912458,34021,3,True,Sumatra,3,5914300,305056.0,140
Yogyakarta,2024-Q1,2024,1,17.63458450749341,9.266499148259326,48.9873983362826,175776,3,True,Java,4,3781500,271040.0,1193
Aceh,2024-Q2,2024,2,27.773875834687452,7.886287798047774,37.134519159406246,24798,3,True,Sumatra,4,5626000,233536.0,99
Bali,2024-Q2,2024,2,30.09327773188398,11.469591428048911,35.88018220201367,67740,1,True,Lesser Sunda Islands,3,4461300,339360.0,799
Banten,2024-Q2,2024,2,21.83852186591977,10.502820688693223,33.55343253352544,36096,3,True,Java,2,12537400,371936.0,1340
Bengkulu,2024-Q2,2024,2,15.845984697317451,8.021456528896653,80.60176048045219,21234,1,True,Sumatra,4,2138000,263712.0,106
Central Java,2024-Q2,2024,2,21.980953536453164,8.727645823483716,27.22076890558595,533467,10,True,Java,4,38233900,260512.0,1113
Central Kalimantan,2024-Q2,2024,2,13.442046303711926,7.594388566435101,55.18187883107628,4209,1,True,Kalimantan,1,2845000,423776.0,19
Central Sulawesi,2024-Q2,2024,2,11.47824966266445,5.328415584738823,37.547516136312346,8862,1,True,Sulawesi,1,3156100,541024.0,51
East Java,2024-Q2,2024,2,23.45911433842087,9.368353464311612,28.76593799841227,612239,6,True,Java,2,42089300,404416.0,876
East Kalimantan,2024-Q2,2024,2,13.3281241662899,5.991701827272077,37.69243035251549,61360,4,True,Kalimantan,1,4267600,1229536.0,34
East Nusa Tenggara,2024-Q2,2024,2,22.439616457910454,7.06085664844125,37.22202403511216,14354,2,True,Lesser Sunda Islands,4,5742600,138592.0,124
Gorontalo,2024-Q2,2024,2,12.572493059495008,7.909083034320531,158.9771794102949,2001,1,True,Sulawesi,4,1242200,250400.0,103
Jakarta,2024-Q2,2024,2,22.556989694622303,10.582427586729985,28.7798645407125,1839204,11,True,Java,1,10678000,1850432.0,16141
Jambi,2024-Q2,2024,2,16.773575396608376,8.05897269651899,28.317267589352653,32008,1,True,Sumatra,1,3768500,439136.0,77
Lampung,2024-Q2,2024,2,18.212199402235697,8.596371344245767,41.57297208666798,107593,3,True,Sumatra,3,9522900,275840.0,284
Maluku,2024-Q2,2024,2,9.183573442136266,5.067562969828038,81.51936175942551,5570,1,True,Maluku Islands,4,1970600,175616.0,43
North Sulawesi,2024-Q2,2024,2,10.788137388960402,5.810480770996419,96.19131362974576,44649,1,True,Sulawesi,2,2721400,364032.0,188
North Sumatra,2024-Q2,2024,2,23.950632592198158,8.736922531200749,37.98128269729904,199978,2,True,Sumatra,2,15785800,387744.0,218
Papua,2024-Q2,2024,2,10.708316235600847,5.881703269272792,100.19223897176956,21785,2,True,Western New Guinea,2,4600500,363936.0,15
Riau,2024-Q2,2024,2,34.81110491384288,8.20224628593839,16.876662984392475,102837,3,True,Sumatra,1,6811200,874688.0,76
Riau Islands,2024-Q2,2024,2,33.7186962426338,9.28435413924768,11.78308420438524,20569,2,True,Sumatra,1,2213500,876480.0,271
South Kalimantan,2024-Q2,2024,2,15.095595508876269,6.102693284784661,41.68536412250851,94630,1,True,Kalimantan,3,4323300,314688.0,116
South Sulawesi,2024-Q2,2024,2,17.48783532979285,7.740348250788202,48.91379677456257,279757,1,True,Sulawesi,2,9563100,401824.0,211
South Sumatra,2024-Q2,2024,2,22.371363437013606,8.497619430708243,37.31139726127437,191705,1,True,Sumatra,2,8928500,387264.0,103
Southeast Sulawesi,2024-Q2,2024,2,14.374035372247462,4.323781171445232,41.11306650724182,22164,1,True,Sulawesi,3,2836700,352288.0,78
West Java,2024-Q2,2024,2,18.260182040287628,9.898362319155725,30.363590545223023,625168,11,True,Java,3,50759000,305152.0,1370
West Kalimantan,2024-Q2,2024,2,15.419129497830529,7.207690297811621,49.64635778159653,91370,1,True,Kalimantan,3,5766000,284800.0,39
West Nusa Tenggara,2024-Q2,2024,2,22.71841232246215,10.568573913585912,44.11007488235696,14665,2,True,Lesser Sunda Islands,4,5731100,175136.0,292
West Papua,2024-Q2,2024,2,10.069251442796668,5.751497576969027,85.17435152636446,7567,2,True,Western New Guinea,1,1224000,550528.0,12
West Sumatra,2024-Q2,2024,2,16.79010885307393,8.035077446349321,40.49890361882783,60662,1,True,Sumatra,3,5914300,305056.0,140
Yogyakarta,2024-Q2,2024,2,17.094450752648854,9.271699103509224,50.10239253012149,255907,2,True,Java,4,3781500,271040.0,1193
Aceh,2024-Q3,2024,3,28.99588927936572,7.844375649225389,35.69208093579323,23253,3,True,Sumatra,4,5626000,233536.0,99
Bali,2024-Q3,2024,3,26.333386653562737,11.619541695564363,41.82073850712104,127601,5,True,Lesser Sunda Islands,3,4461300,339360.0,799
Banten,2024-Q3,2024,3,21.439480514424066,11.586132022912883,36.32443732355346,37908,3,True,Java,2,12537400,371936.0,1340
Bengkulu,2024-Q3,2024,3,16.78476588514249,8.858103566461802,77.03371893956415,17810,1,True,Sumatra,4,2138000,263712.0,106
Central Java,2024-Q3,2024,3,23.35468547769728,10.718641524003296,26.8301970826345,330327,10,True,Java,4,38233900,260512.0,1113
